Currency;CurrencyCd;ReportDate;Valuation
United Kingdom Pound;gbp;04OCT2017;10.76567
US Dollar;usd;06MAR2018;8.22385
United Kingdom Pound;gbp;08APR2010;11.03050
Danish Krone;dkk;03APR2009;1.44752
Euro;eur;04JUL2009;10.88820
Norwegian Kroner;nok;09DEC2016;1.07986
US Dollar;usd;08MAY2018;8.81520
United Kingdom Pound;gbp;08AUG2020;12.03519
Norwegian Kroner;nok;02AUG2019;1.08140
Euro;eur;05MAY2011;9.02028
Danish Krone;dkk;07FEB2016;1.26279
Norwegian Kroner;nok;05APR2019;1.07890
Norwegian Kroner;nok;07OCT2006;1.10295
Australian Dollar;aud;01JUN2016;6.01804
Danish Krone;dkk;08OCT2008;1.30190
Norwegian Kroner;nok;10SEP2009;1.18241
Danish Krone;dkk;05DEC2014;1.24818
Australian Dollar;aud;01JUN2012;7.01652
United Kingdom Pound;gbp;03NOV2009;11.68630
Norwegian Kroner;nok;06JUL2015;1.04942
Euro;eur;09AUG2017;9.63373
Euro;eur;03SEP2012;8.42035
US Dollar;usd;04MAR2015;8.34735
Norwegian Kroner;nok;05JAN2018;1.00933
Norwegian Kroner;nok;02NOV2018;1.08366
US Dollar;usd;03APR2011;6.35630
Norwegian Kroner;nok;10DEC2009;1.23388
Euro;eur;03JUN2010;9.53548
Euro;eur;02JAN2013;8.56092
Danish Krone;dkk;08NOV2016;1.33559
United Kingdom Pound;gbp;03SEP2006;13.87180
Euro;eur;09FEB2008;9.40436
US Dollar;usd;02DEC2015;8.70725
US Dollar;usd;07AUG2007;6.70760
US Dollar;usd;05JUN2011;6.17045
Danish Krone;dkk;04MAR2014;1.18734
Euro;eur;07AUG2015;9.59284
Euro;eur;03DEC2009;10.34090
Danish Krone;dkk;01FEB2010;1.36081
Norwegian Kroner;nok;03FEB2010;1.23674
Danish Krone;dkk;03AUG2013;1.17688
Norwegian Kroner;nok;08JUN2020;1.07457
US Dollar;usd;04JAN2020;9.73445
United Kingdom Pound;gbp;02OCT2010;10.60500
Euro;eur;01JUN2008;9.33478
Danish Krone;dkk;09JUL2011;1.22407
Euro;eur;09MAY2010;9.78815
Norwegian Kroner;nok;08MAR2019;1.07588
Danish Krone;dkk;09SEP2013;1.17012
Australian Dollar;aud;03JAN2007;5.42670
US Dollar;usd;08MAY2016;8.12615
US Dollar;usd;09OCT2007;6.52840
US Dollar;usd;04MAY2010;7.36000
Danish Krone;dkk;02OCT2016;1.29223
Norwegian Kroner;nok;07JUL2007;1.15766
Euro;eur;02JUL2012;8.74013
Norwegian Kroner;nok;06APR2011;1.15780
United Kingdom Pound;gbp;05NOV2016;11.20514
Euro;eur;08JUN2017;9.78186
Norwegian Kroner;nok;03NOV2011;1.17179
Euro;eur;09MAY2015;9.26028
Australian Dollar;aud;03FEB2008;5.74106
United Kingdom Pound;gbp;02OCT2006;13.80740
Australian Dollar;aud;09DEC2013;5.93328
US Dollar;usd;07JUN2012;7.13775
Norwegian Kroner;nok;09DEC2014;1.05523
United Kingdom Pound;gbp;07MAY2010;11.36120
Danish Krone;dkk;09OCT2007;1.23119
Norwegian Kroner;nok;02FEB2016;0.98176
Australian Dollar;aud;03APR2014;6.02403
United Kingdom Pound;gbp;05MAY2011;10.12150
United Kingdom Pound;gbp;08JUN2017;11.26650
Australian Dollar;aud;05FEB2020;6.59509
United Kingdom Pound;gbp;01FEB2017;11.08775
Norwegian Kroner;nok;05JAN2017;1.05741
Norwegian Kroner;nok;02AUG2017;1.02541
Euro;eur;10MAR2017;9.57880
Australian Dollar;aud;02APR2014;5.98378
United Kingdom Pound;gbp;07MAR2015;12.77031
US Dollar;usd;09AUG2012;6.71520
Danish Krone;dkk;01JAN2016;1.22914
Norwegian Kroner;nok;10JUN2007;1.15432
Danish Krone;dkk;02APR2010;1.30628
US Dollar;usd;09JAN2006;7.71450
United Kingdom Pound;gbp;06JUN2006;13.37890
Danish Krone;dkk;05OCT2012;1.15304
US Dollar;usd;08SEP2006;7.36010
Norwegian Kroner;nok;03FEB2012;1.15314
Australian Dollar;aud;05FEB2016;6.02150
Danish Krone;dkk;03NOV2009;1.40885
Norwegian Kroner;nok;03NOV2012;1.17206
US Dollar;usd;07APR2017;9.05530
United Kingdom Pound;gbp;07JUL2017;10.86581
US Dollar;usd;05APR2014;6.54115
Norwegian Kroner;nok;06JUL2011;1.17424
Australian Dollar;aud;10SEP2006;5.54768
Norwegian Kroner;nok;03FEB2009;1.19774
Norwegian Kroner;nok;06OCT2013;1.07288
United Kingdom Pound;gbp;09MAY2013;10.09400
Norwegian Kroner;nok;06JUL2013;1.08950
Australian Dollar;aud;06FEB2020;6.59509
US Dollar;usd;08JUL2011;6.37650
Euro;eur;07MAY2018;10.51070
Norwegian Kroner;nok;09MAR2012;1.19217
US Dollar;usd;01FEB2011;6.40530
Norwegian Kroner;nok;03MAY2009;1.22284
US Dollar;usd;02JAN2017;9.12750
Norwegian Kroner;nok;10SEP2008;1.18134
Euro;eur;04APR2012;8.82436
Australian Dollar;aud;01OCT2020;6.59509
Danish Krone;dkk;04JUN2010;1.28810
Norwegian Kroner;nok;09SEP2014;1.12162
Norwegian Kroner;nok;05JUL2019;1.09672
US Dollar;usd;09APR2020;9.73445
Australian Dollar;aud;05MAR2017;6.82904
US Dollar;usd;02MAR2012;6.69450
Euro;eur;08MAR2010;9.68475
US Dollar;usd;02JAN2015;7.89405
Norwegian Kroner;nok;10DEC2008;1.15760
Australian Dollar;aud;01AUG2018;6.51914
United Kingdom Pound;gbp;02DEC2009;11.43050
Australian Dollar;aud;01JUL2017;6.48090
Danish Krone;dkk;09JUN2017;1.31164
Norwegian Kroner;nok;05APR2020;1.07457
United Kingdom Pound;gbp;10APR2013;9.77860
Australian Dollar;aud;02MAY2015;6.58469
Euro;eur;01JUN2018;10.30422
US Dollar;usd;09JUN2015;8.31760
Danish Krone;dkk;04SEP2020;1.42985
United Kingdom Pound;gbp;08AUG2016;11.22071
United Kingdom Pound;gbp;07SEP2016;11.29475
Australian Dollar;aud;02AUG2018;6.53831
Danish Krone;dkk;10SEP2012;1.13687
Danish Krone;dkk;07JUN2020;1.42985
Norwegian Kroner;nok;06JUL2012;1.15047
Australian Dollar;aud;04MAY2019;6.70833
Australian Dollar;aud;10DEC2009;6.50038
US Dollar;usd;02MAR2010;7.21060
US Dollar;usd;09AUG2010;7.08675
United Kingdom Pound;gbp;04DEC2016;11.65812
Danish Krone;dkk;04MAY2016;1.24582
United Kingdom Pound;gbp;06JUN2010;11.59140
United Kingdom Pound;gbp;05JUL2010;11.62030
US Dollar;usd;06MAY2013;6.52200
Australian Dollar;aud;05JAN2019;6.34267
Euro;eur;03FEB2017;9.44363
United Kingdom Pound;gbp;03FEB2020;12.03519
Euro;eur;06JAN2007;9.07356
Norwegian Kroner;nok;05APR2017;1.04511
Danish Krone;dkk;06AUG2009;1.38545
Danish Krone;dkk;10JUN2016;1.25384
Euro;eur;05SEP2014;9.17738
United Kingdom Pound;gbp;05SEP2009;11.82980
Euro;eur;03JUN2015;9.37216
Euro;eur;06APR2009;10.76600
Norwegian Kroner;nok;10JUN2006;1.18234
Euro;eur;06JUL2011;9.09870
US Dollar;usd;06DEC2019;9.73445
US Dollar;usd;06JUL2008;5.98810
US Dollar;usd;01APR2006;7.79540
US Dollar;usd;05NOV2020;9.73445
US Dollar;usd;04DEC2016;9.19700
United Kingdom Pound;gbp;09JUL2016;11.13817
United Kingdom Pound;gbp;09MAR2018;11.42015
Norwegian Kroner;nok;02FEB2015;1.08016
Australian Dollar;aud;04JUN2020;6.59509
US Dollar;usd;04JAN2018;8.13515
Euro;eur;02NOV2010;9.31966
Norwegian Kroner;nok;08SEP2020;1.07457
Danish Krone;dkk;07NOV2018;1.38503
Euro;eur;04JAN2010;10.14580
Australian Dollar;aud;01JUL2013;6.15602
Euro;eur;06OCT2018;10.44297
Norwegian Kroner;nok;02MAY2017;1.02602
Australian Dollar;aud;07JAN2019;6.36262
Euro;eur;05DEC2016;9.81230
United Kingdom Pound;gbp;08OCT2015;12.60490
Euro;eur;07FEB2011;8.78015
Euro;eur;05MAY2016;9.27026
Australian Dollar;aud;05APR2018;6.47455
Danish Krone;dkk;07OCT2010;1.24493
Euro;eur;04OCT2011;9.18903
Australian Dollar;aud;04MAR2013;6.54169
Danish Krone;dkk;02MAY2019;1.43002
United Kingdom Pound;gbp;06OCT2016;10.89872
Euro;eur;09AUG2012;8.26205
Danish Krone;dkk;07MAR2010;1.30174
Norwegian Kroner;nok;06JAN2010;1.24187
Norwegian Kroner;nok;07APR2006;1.18509
Norwegian Kroner;nok;06OCT2014;1.11278
United Kingdom Pound;gbp;07JUL2009;12.76410
United Kingdom Pound;gbp;01APR2020;12.03519
Danish Krone;dkk;07AUG2008;1.25977
US Dollar;usd;05FEB2019;9.10390
Danish Krone;dkk;06JUN2007;1.25389
US Dollar;usd;05FEB2017;8.76805
United Kingdom Pound;gbp;02MAR2020;12.03519
Norwegian Kroner;nok;02MAY2018;1.09611
Norwegian Kroner;nok;06JAN2012;1.15168
Euro;eur;07DEC2008;10.68000
Australian Dollar;aud;02APR2010;6.61724
Norwegian Kroner;nok;05OCT2020;1.07457
Danish Krone;dkk;10MAR2020;1.42985
Danish Krone;dkk;05MAR2013;1.11553
Euro;eur;04NOV2007;9.25340
Australian Dollar;aud;02MAR2009;5.80458
US Dollar;usd;05APR2016;8.16115
Australian Dollar;aud;02JUL2017;6.48090
Euro;eur;06APR2014;8.95909
Norwegian Kroner;nok;09MAR2013;1.11779
Australian Dollar;aud;01SEP2015;5.94798
Norwegian Kroner;nok;03MAY2010;1.22605
Danish Krone;dkk;10AUG2018;1.39891
Danish Krone;dkk;10MAY2008;1.24602
United Kingdom Pound;gbp;10JUN2020;12.03519
Danish Krone;dkk;07SEP2016;1.27551
US Dollar;usd;02DEC2013;6.55890
Australian Dollar;aud;04FEB2012;7.22275
United Kingdom Pound;gbp;09MAR2010;10.73060
US Dollar;usd;07APR2019;9.28920
Euro;eur;01MAR2006;9.44771
Norwegian Kroner;nok;08MAR2020;1.07457
Euro;eur;01MAR2011;8.71388
US Dollar;usd;01NOV2014;7.37120
United Kingdom Pound;gbp;04JAN2020;12.03519
Danish Krone;dkk;08JUN2019;1.42494
Norwegian Kroner;nok;02NOV2019;1.07457
US Dollar;usd;09OCT2009;6.98065
Euro;eur;02JAN2008;9.41261
United Kingdom Pound;gbp;04DEC2008;12.18900
Danish Krone;dkk;10OCT2006;1.24328
United Kingdom Pound;gbp;10FEB2006;13.56410
United Kingdom Pound;gbp;07MAY2006;13.58930
Euro;eur;01SEP2020;10.67285
Euro;eur;06JUL2016;9.47829
Danish Krone;dkk;03FEB2007;1.21685
Danish Krone;dkk;06OCT2011;1.23463
United Kingdom Pound;gbp;05MAY2007;13.43570
United Kingdom Pound;gbp;08APR2006;13.39120
Danish Krone;dkk;02MAR2017;1.28293
US Dollar;usd;10MAY2019;9.60915
United Kingdom Pound;gbp;05SEP2013;10.39880
Euro;eur;02JAN2018;9.83774
US Dollar;usd;07AUG2009;7.17970
Australian Dollar;aud;04APR2010;6.61724
Norwegian Kroner;nok;02NOV2017;1.03038
Australian Dollar;aud;03MAY2011;6.58355
Australian Dollar;aud;01MAY2007;5.56625
Australian Dollar;aud;07FEB2020;6.59509
United Kingdom Pound;gbp;08JUN2009;12.54140
US Dollar;usd;06MAY2015;8.22125
Norwegian Kroner;nok;02AUG2016;1.01190
Norwegian Kroner;nok;10DEC2006;1.11407
Euro;eur;04JUL2019;10.52322
Danish Krone;dkk;01NOV2012;1.15609
Danish Krone;dkk;09DEC2009;1.40923
Norwegian Kroner;nok;09MAR2011;1.13660
Euro;eur;09MAY2020;10.67285
United Kingdom Pound;gbp;09SEP2015;12.95384
Norwegian Kroner;nok;10SEP2006;1.13093
US Dollar;usd;08MAY2014;6.50140
Norwegian Kroner;nok;06OCT2011;1.17232
US Dollar;usd;09JUN2013;6.57975
Euro;eur;02AUG2013;8.77347
Norwegian Kroner;nok;03AUG2010;1.18710
Danish Krone;dkk;07JUL2014;1.24738
Euro;eur;09DEC2010;9.12999
Danish Krone;dkk;05MAY2015;1.24915
Euro;eur;02NOV2020;10.67285
Danish Krone;dkk;10NOV2014;1.23904
Euro;eur;01JUN2013;8.59665
Norwegian Kroner;nok;03AUG2009;1.17971
Euro;eur;09FEB2013;8.59621
United Kingdom Pound;gbp;06OCT2012;10.68600
Danish Krone;dkk;01OCT2018;1.38792
Australian Dollar;aud;03APR2018;6.44160
Euro;eur;03MAR2008;9.36933
United Kingdom Pound;gbp;08FEB2011;10.32140
Euro;eur;02MAY2006;9.33298
Danish Krone;dkk;04DEC2016;1.31872
Euro;eur;08JUL2013;8.75580
Euro;eur;07FEB2016;9.41698
Euro;eur;04APR2007;9.31918
Norwegian Kroner;nok;05JUL2020;1.07457
Danish Krone;dkk;10DEC2008;1.41482
Euro;eur;02AUG2008;9.46235
United Kingdom Pound;gbp;09MAY2009;11.73830
Danish Krone;dkk;04JAN2012;1.19712
United Kingdom Pound;gbp;10JUN2016;11.83442
US Dollar;usd;09APR2018;8.35390
Norwegian Kroner;nok;05JAN2016;0.95974
Australian Dollar;aud;08JAN2019;6.36865
United Kingdom Pound;gbp;04OCT2009;11.15640
Australian Dollar;aud;05JAN2015;6.43249
United Kingdom Pound;gbp;06AUG2009;12.07330
Euro;eur;06APR2019;10.42806
Australian Dollar;aud;03JUN2016;5.99154
United Kingdom Pound;gbp;09MAR2014;10.70480
United Kingdom Pound;gbp;09JUL2012;10.87300
Euro;eur;10OCT2007;9.15267
Australian Dollar;aud;01SEP2019;6.61050
Australian Dollar;aud;04MAR2017;6.82904
US Dollar;usd;02OCT2016;8.58780
Australian Dollar;aud;05MAR2013;6.53302
Norwegian Kroner;nok;02MAY2016;0.99204
Euro;eur;05SEP2019;10.70010
Norwegian Kroner;nok;05JUL2018;1.08597
Danish Krone;dkk;06MAR2011;1.18798
Norwegian Kroner;nok;06JUL2010;1.19335
US Dollar;usd;01FEB2009;8.23910
US Dollar;usd;10SEP2009;7.04480
Norwegian Kroner;nok;06JAN2011;1.14571
United Kingdom Pound;gbp;01APR2016;11.52532
Danish Krone;dkk;10JUL2010;1.27060
Norwegian Kroner;nok;06APR2012;1.16265
United Kingdom Pound;gbp;10JUN2012;11.08320
United Kingdom Pound;gbp;09MAR2006;13.73440
Australian Dollar;aud;04JAN2007;5.44798
Euro;eur;03MAR2018;10.17835
US Dollar;usd;02DEC2011;6.72895
Norwegian Kroner;nok;03NOV2010;1.13725
Norwegian Kroner;nok;08JUN2019;1.08808
Norwegian Kroner;nok;10DEC2007;1.17769
Australian Dollar;aud;02JUN2016;6.02045
Danish Krone;dkk;08DEC2010;1.22794
United Kingdom Pound;gbp;10AUG2019;11.51825
US Dollar;usd;04DEC2018;8.97940
United Kingdom Pound;gbp;04JUN2007;13.76630
Danish Krone;dkk;09NOV2015;1.25127
Danish Krone;dkk;01SEP2010;1.25200
Danish Krone;dkk;09JAN2020;1.42985
United Kingdom Pound;gbp;07SEP2008;11.74990
Danish Krone;dkk;02FEB2009;1.43414
United Kingdom Pound;gbp;05JUL2006;13.25470
Norwegian Kroner;nok;08DEC2020;1.07457
Australian Dollar;aud;05FEB2012;7.22275
United Kingdom Pound;gbp;07NOV2019;12.03519
US Dollar;usd;03NOV2017;8.41165
United Kingdom Pound;gbp;10FEB2014;10.63570
US Dollar;usd;03FEB2016;8.49095
US Dollar;usd;10MAY2017;8.90655
United Kingdom Pound;gbp;10AUG2015;13.54517
Norwegian Kroner;nok;09SEP2013;1.09009
United Kingdom Pound;gbp;04OCT2013;10.28060
Danish Krone;dkk;01JUL2008;1.26856
US Dollar;usd;03SEP2020;9.73445
US Dollar;usd;04MAY2006;7.34890
Norwegian Kroner;nok;05OCT2019;1.07457
Australian Dollar;aud;04JAN2015;6.40405
Euro;eur;02APR2015;9.36511
Australian Dollar;aud;02MAY2011;6.58869
Euro;eur;08JUL2008;9.42487
Danish Krone;dkk;09MAY2009;1.41118
Australian Dollar;aud;03MAR2013;6.58043
US Dollar;usd;01NOV2012;6.65980
Euro;eur;08JUL2018;10.28105
Danish Krone;dkk;07JAN2008;1.25819
Norwegian Kroner;nok;08SEP2018;1.07491
Norwegian Kroner;nok;09SEP2012;1.14944
Australian Dollar;aud;07FEB2016;6.02150
Euro;eur;08OCT2015;9.28033
Norwegian Kroner;nok;06OCT2012;1.15913
United Kingdom Pound;gbp;07SEP2020;12.03519
Euro;eur;06JUL2006;9.17213
Euro;eur;04NOV2012;8.62397
US Dollar;usd;08MAR2019;9.46285
United Kingdom Pound;gbp;07JUL2013;10.07990
Euro;eur;09NOV2014;9.22972
Norwegian Kroner;nok;03MAY2011;1.14879
Australian Dollar;aud;06APR2018;6.45385
Euro;eur;07DEC2013;8.93588
United Kingdom Pound;gbp;03FEB2016;12.38702
US Dollar;usd;03APR2007;7.00355
US Dollar;usd;01NOV2010;6.69480
Danish Krone;dkk;04AUG2012;1.11562
Australian Dollar;aud;02JUN2008;5.77648
Australian Dollar;aud;03APR2010;6.61724
Danish Krone;dkk;01MAY2006;1.24583
Norwegian Kroner;nok;09DEC2012;1.17498
United Kingdom Pound;gbp;02MAY2019;12.43783
Danish Krone;dkk;07MAY2012;1.19741
Norwegian Kroner;nok;10SEP2007;1.18713
Australian Dollar;aud;01SEP2011;6.85112
Danish Krone;dkk;10MAR2006;1.25627
US Dollar;usd;06JUL2006;7.18425
Norwegian Kroner;nok;06JAN2009;1.13614
Norwegian Kroner;nok;03NOV2009;1.22932
US Dollar;usd;10JUL2014;6.78120
Euro;eur;04JUL2014;9.30316
Euro;eur;01MAR2016;9.36060
Euro;eur;05JUN2012;8.97150
Norwegian Kroner;nok;03MAY2007;1.12581
United Kingdom Pound;gbp;07NOV2015;13.13971
US Dollar;usd;10NOV2006;7.07660
United Kingdom Pound;gbp;02MAR2012;10.60980
United Kingdom Pound;gbp;09JAN2007;13.58880
Norwegian Kroner;nok;03MAY2008;1.18021
Euro;eur;02NOV2015;9.41332
Euro;eur;03SEP2017;9.49858
Australian Dollar;aud;02JUN2012;7.01652
US Dollar;usd;06JUL2010;7.60080
Danish Krone;dkk;09JUN2018;1.37788
US Dollar;usd;02DEC2009;6.85735
Australian Dollar;aud;02APR2006;5.55188
Australian Dollar;aud;03JUL2017;6.48320
United Kingdom Pound;gbp;05NOV2012;10.71090
Danish Krone;dkk;08SEP2015;1.26359
Australian Dollar;aud;05JAN2007;5.43478
Norwegian Kroner;nok;06JAN2008;1.18976
US Dollar;usd;06DEC2017;8.41500
US Dollar;usd;10JUL2012;6.97900
Danish Krone;dkk;01MAY2020;1.42985
Australian Dollar;aud;03JUN2012;7.01652
Danish Krone;dkk;06APR2020;1.42985
Norwegian Kroner;nok;06OCT2010;1.15991
Danish Krone;dkk;03SEP2007;1.26172
United Kingdom Pound;gbp;09JUL2020;12.03519
Australian Dollar;aud;04APR2018;6.46213
Australian Dollar;aud;01AUG2010;6.55075
US Dollar;usd;05JUN2007;6.89610
Danish Krone;dkk;04SEP2006;1.24845
United Kingdom Pound;gbp;09SEP2019;11.93277
US Dollar;usd;03APR2009;8.03600
Euro;eur;09FEB2018;9.92724
Euro;eur;02AUG2018;10.30728
Australian Dollar;aud;04FEB2008;5.75919
Norwegian Kroner;nok;03FEB2008;1.17535
United Kingdom Pound;gbp;01NOV2006;13.74560
Danish Krone;dkk;03MAY2017;1.29404
Euro;eur;05FEB2014;8.84126
United Kingdom Pound;gbp;02JAN2017;11.21724
US Dollar;usd;08JUL2007;6.71780
Euro;eur;06JAN2012;8.85587
Euro;eur;08JAN2009;10.79040
Norwegian Kroner;nok;03NOV2008;1.15738
Euro;eur;07JUN2009;10.86910
Euro;eur;08APR2016;9.28712
United Kingdom Pound;gbp;07SEP2012;10.59740
Norwegian Kroner;nok;08DEC2019;1.07457
Norwegian Kroner;nok;09JUN2013;1.13904
United Kingdom Pound;gbp;08FEB2007;13.65550
US Dollar;usd;07APR2013;6.47035
Norwegian Kroner;nok;05OCT2018;1.09675
Euro;eur;10APR2013;8.35597
Australian Dollar;aud;04APR2014;6.07771
Australian Dollar;aud;03SEP2019;6.65211
Norwegian Kroner;nok;02NOV2016;1.08725
Euro;eur;09SEP2008;9.49766
Danish Krone;dkk;07DEC2012;1.15486
Norwegian Kroner;nok;09JUN2012;1.17918
United Kingdom Pound;gbp;06DEC2015;12.83910
Danish Krone;dkk;08NOV2017;1.30637
US Dollar;usd;05FEB2015;8.26440
United Kingdom Pound;gbp;10APR2009;11.99740
US Dollar;usd;06MAR2014;6.40800
Danish Krone;dkk;01JUN2014;1.21687
United Kingdom Pound;gbp;02JAN2009;11.30430
Danish Krone;dkk;04NOV2008;1.33057
Danish Krone;dkk;04OCT2014;1.22425
US Dollar;usd;01SEP2019;9.81750
United Kingdom Pound;gbp;08JUN2013;10.20980
United Kingdom Pound;gbp;10FEB2010;11.43550
United Kingdom Pound;gbp;01JUN2015;13.02667
Australian Dollar;aud;01OCT2016;6.57120
Danish Krone;dkk;10OCT2020;1.42985
Norwegian Kroner;nok;03FEB2007;1.11577
United Kingdom Pound;gbp;04AUG2006;13.63160
Norwegian Kroner;nok;06APR2010;1.20608
Euro;eur;08APR2006;9.32278
Norwegian Kroner;nok;05APR2018;1.07574
US Dollar;usd;03NOV2013;6.51740
Australian Dollar;aud;02JUL2013;6.12735
United Kingdom Pound;gbp;01FEB2013;9.95844
Danish Krone;dkk;06FEB2018;1.32392
United Kingdom Pound;gbp;10OCT2018;12.01205
Australian Dollar;aud;06JAN2011;6.76617
Euro;eur;04NOV2017;9.80083
Euro;eur;05SEP2009;10.30460
US Dollar;usd;02OCT2018;9.00655
Australian Dollar;aud;05JUN2020;6.59509
Australian Dollar;aud;01JUN2008;5.73245
Euro;eur;04APR2017;9.61234
Danish Krone;dkk;04JUL2018;1.37459
Australian Dollar;aud;03MAY2015;6.58469
US Dollar;usd;10JUL2016;8.60190
Norwegian Kroner;nok;08DEC2018;1.06223
United Kingdom Pound;gbp;02JAN2013;10.52960
US Dollar;usd;06MAR2016;8.47820
United Kingdom Pound;gbp;08OCT2019;12.03519
United Kingdom Pound;gbp;09SEP2011;10.30870
Danish Krone;dkk;02OCT2017;1.29010
United Kingdom Pound;gbp;08OCT2011;10.55040
Australian Dollar;aud;01JUL2009;6.13773
Euro;eur;05JUN2007;9.32353
Australian Dollar;aud;05MAR2009;5.97125
US Dollar;usd;02MAR2008;6.18630
Australian Dollar;aud;06FEB2016;6.02150
Euro;eur;03MAR2013;8.37934
Norwegian Kroner;nok;08SEP2019;1.07072
Euro;eur;06NOV2009;10.40080
Norwegian Kroner;nok;08JUN2017;1.02888
Danish Krone;dkk;05APR2007;1.24534
Australian Dollar;aud;03AUG2014;6.39293
Norwegian Kroner;nok;02AUG2014;1.09338
Australian Dollar;aud;06JAN2015;6.43249
Danish Krone;dkk;05FEB2019;1.39214
Norwegian Kroner;nok;09DEC2013;1.06262
Australian Dollar;aud;05JUL2017;6.44317
Danish Krone;dkk;03MAY2018;1.42093
US Dollar;usd;08MAR2017;9.03135
Danish Krone;dkk;08FEB2015;1.26878
Danish Krone;dkk;08JAN2007;1.21826
Norwegian Kroner;nok;08MAR2016;0.99041
Australian Dollar;aud;04JUN2012;6.98475
Danish Krone;dkk;06JAN2010;1.37130
Australian Dollar;aud;06MAY2019;6.70343
US Dollar;usd;05NOV2018;9.06085
Euro;eur;10OCT2017;9.52546
Euro;eur;04JAN2015;9.48510
Australian Dollar;aud;02NOV2017;6.47568
Euro;eur;07SEP2011;8.97577
US Dollar;usd;09AUG2008;6.26470
Euro;eur;04AUG2015;9.47215
US Dollar;usd;04DEC2012;6.59880
Danish Krone;dkk;05JAN2011;1.20017
US Dollar;usd;05APR2012;6.73070
Danish Krone;dkk;02AUG2015;1.26768
Euro;eur;09JUN2006;9.22501
United Kingdom Pound;gbp;10JUN2008;11.77930
Australian Dollar;aud;04MAR2009;5.88060
Danish Krone;dkk;01APR2012;1.18870
Danish Krone;dkk;08APR2017;1.29360
Euro;eur;02MAY2011;8.91875
US Dollar;usd;02JAN2013;6.45790
Danish Krone;dkk;01AUG2016;1.28946
Norwegian Kroner;nok;05OCT2017;1.01734
Norwegian Kroner;nok;08JUN2016;1.00315
Euro;eur;05JUN2017;9.76419
Australian Dollar;aud;05APR2014;6.07771
Euro;eur;07SEP2006;9.33967
Danish Krone;dkk;05SEP2019;1.43418
United Kingdom Pound;gbp;01JUN2019;11.99970
Danish Krone;dkk;05AUG2011;1.23479
Australian Dollar;aud;02OCT2016;6.57120
United Kingdom Pound;gbp;06DEC2011;10.53690
Danish Krone;dkk;01DEC2020;1.42985
Danish Krone;dkk;04APR2008;1.25836
US Dollar;usd;10MAR2020;9.73445
Norwegian Kroner;nok;08JUN2018;1.08187
Danish Krone;dkk;02JAN2015;1.27472
United Kingdom Pound;gbp;08DEC2018;11.49935
US Dollar;usd;07JUN2010;8.03695
Danish Krone;dkk;04FEB2006;1.24183
Australian Dollar;aud;03JUN2020;6.59509
United Kingdom Pound;gbp;05APR2018;11.80274
Euro;eur;09DEC2015;9.24562
Danish Krone;dkk;05OCT2013;1.16530
Norwegian Kroner;nok;02FEB2014;1.03936
Norwegian Kroner;nok;08MAR2017;1.06337
Australian Dollar;aud;06APR2014;6.07771
US Dollar;usd;04OCT2019;9.73445
Norwegian Kroner;nok;02NOV2014;1.09479
Australian Dollar;aud;03JUL2013;6.08848
Euro;eur;06AUG2007;9.23583
United Kingdom Pound;gbp;08AUG2012;10.47310
US Dollar;usd;04MAR2011;6.33205
Australian Dollar;aud;08FEB2016;6.00112
Australian Dollar;aud;01AUG2006;5.50100
Australian Dollar;aud;05MAY2015;6.61203
Danish Krone;dkk;05JUN2009;1.45958
Euro;eur;10OCT2012;8.60527
Australian Dollar;aud;03APR2006;5.57623
Danish Krone;dkk;06MAR2012;1.19820
Euro;eur;10JUL2020;10.67285
Danish Krone;dkk;09MAR2008;1.26087
Australian Dollar;aud;06MAR2013;6.56825
United Kingdom Pound;gbp;05NOV2008;12.37590
US Dollar;usd;07APR2015;8.62330
Australian Dollar;aud;07APR2018;6.45385
US Dollar;usd;07JUN2008;5.99540
US Dollar;usd;09AUG2006;7.10990
Australian Dollar;aud;01DEC2018;6.63530
Euro;eur;07DEC2018;10.26436
US Dollar;usd;07JUN2006;7.20480
United Kingdom Pound;gbp;04JAN2012;10.74180
US Dollar;usd;03FEB2014;6.52265
United Kingdom Pound;gbp;03APR2019;12.18891
United Kingdom Pound;gbp;04DEC2012;10.62700
Euro;eur;08OCT2020;10.67285
Euro;eur;04MAY2008;9.34930
United Kingdom Pound;gbp;06DEC2007;13.01910
US Dollar;usd;10SEP2007;6.78530
Australian Dollar;aud;02AUG2014;6.39293
Danish Krone;dkk;06JUL2016;1.27363
US Dollar;usd;01FEB2007;6.94155
Australian Dollar;aud;02MAY2007;5.54464
Danish Krone;dkk;09MAY2010;1.31533
Australian Dollar;aud;01AUG2014;6.39293
US Dollar;usd;05APR2008;5.95930
United Kingdom Pound;gbp;01AUG2018;11.54747
United Kingdom Pound;gbp;02SEP2017;10.35819
Australian Dollar;aud;06FEB2008;5.78944
Norwegian Kroner;nok;02NOV2015;1.00696
Australian Dollar;aud;06FEB2012;7.22193
United Kingdom Pound;gbp;04MAR2019;12.28795
Australian Dollar;aud;02SEP2019;6.59200
US Dollar;usd;01JUL2020;9.73445
US Dollar;usd;09APR2014;6.50585
US Dollar;usd;03FEB2010;7.23875
Australian Dollar;aud;01NOV2013;6.17230
Norwegian Kroner;nok;02MAY2014;1.09755
Euro;eur;08APR2011;8.97912
Euro;eur;05MAR2010;9.68858
United Kingdom Pound;gbp;02JUL2018;11.82618
