Currency;CurrencyCd;ReportDate;Valuation
Australian Dollar;aud;08NOV2011;6.77256
Australian Dollar;aud;01APR2017;6.82140
Australian Dollar;aud;10JUL2007;5.76794
Danish Krone;dkk;06JUL2011;1.21987
Norwegian Kroner;nok;02DEC2014;1.06611
Euro;eur;07AUG2009;10.23360
Danish Krone;dkk;04DEC2012;1.15762
US Dollar;usd;07SEP2009;7.15180
Euro;eur;10MAY2017;9.68097
United Kingdom Pound;gbp;04JUN2006;13.46720
Australian Dollar;aud;10JUN2006;5.45715
Norwegian Kroner;nok;07NOV2006;1.10867
Danish Krone;dkk;03JUN2007;1.25064
Australian Dollar;aud;10OCT2010;6.55963
Norwegian Kroner;nok;02MAR2012;1.19022
Norwegian Kroner;nok;03MAR2007;1.14413
Australian Dollar;aud;04JAN2014;5.84714
United Kingdom Pound;gbp;02AUG2010;11.27570
US Dollar;usd;06APR2018;8.38870
United Kingdom Pound;gbp;04FEB2008;12.50700
US Dollar;usd;09SEP2016;8.49670
United Kingdom Pound;gbp;08FEB2018;11.32882
United Kingdom Pound;gbp;05NOV2019;12.03519
United Kingdom Pound;gbp;02JUN2007;13.74490
Danish Krone;dkk;10MAY2018;1.39339
Danish Krone;dkk;10APR2010;1.30346
United Kingdom Pound;gbp;07MAR2018;11.42562
Australian Dollar;aud;01FEB2019;6.55297
US Dollar;usd;08AUG2013;6.47750
United Kingdom Pound;gbp;05SEP2016;11.40686
United Kingdom Pound;gbp;03SEP2017;10.35819
Norwegian Kroner;nok;02JUN2011;1.15047
Danish Krone;dkk;04JUN2020;1.42985
Danish Krone;dkk;09SEP2009;1.37140
Euro;eur;03NOV2007;9.25340
Australian Dollar;aud;02MAY2018;6.64434
Australian Dollar;aud;01JAN2006;5.83494
Euro;eur;04MAR2015;9.25513
Australian Dollar;aud;03FEB2015;6.34849
US Dollar;usd;05MAR2019;9.31285
US Dollar;usd;10OCT2013;6.51250
Norwegian Kroner;nok;06FEB2010;1.24692
United Kingdom Pound;gbp;07JAN2007;13.44790
US Dollar;usd;01MAY2006;7.38940
US Dollar;usd;08DEC2009;7.12000
US Dollar;usd;05JUL2009;7.77505
Norwegian Kroner;nok;08JAN2014;1.05976
Euro;eur;08FEB2013;8.59621
Australian Dollar;aud;08NOV2007;5.86040
US Dollar;usd;07MAY2017;8.79450
United Kingdom Pound;gbp;05MAR2011;10.30260
Euro;eur;04MAR2010;9.73323
Norwegian Kroner;nok;05NOV2016;1.09405
United Kingdom Pound;gbp;03NOV2016;11.10524
Norwegian Kroner;nok;02SEP2015;1.02078
United Kingdom Pound;gbp;09MAR2013;9.57558
Australian Dollar;aud;02MAR2016;6.23687
US Dollar;usd;02FEB2013;6.31500
Australian Dollar;aud;03JAN2014;5.84714
Euro;eur;01NOV2020;10.67285
Danish Krone;dkk;07JAN2018;1.31976
United Kingdom Pound;gbp;05SEP2012;10.67820
United Kingdom Pound;gbp;07DEC2007;12.99550
Danish Krone;dkk;01OCT2013;1.15640
US Dollar;usd;03DEC2017;8.36945
Danish Krone;dkk;01JUN2010;1.28709
Euro;eur;09SEP2016;9.52480
Australian Dollar;aud;01JUN2019;6.59800
Euro;eur;07JUL2013;8.69011
Euro;eur;02JUN2015;9.38546
Danish Krone;dkk;06FEB2013;1.15199
Norwegian Kroner;nok;05FEB2015;1.09726
United Kingdom Pound;gbp;02OCT2017;10.84834
US Dollar;usd;06JUN2013;6.59550
Euro;eur;05JAN2017;9.53372
United Kingdom Pound;gbp;02JUN2011;10.14450
Australian Dollar;aud;09JUN2006;5.45715
United Kingdom Pound;gbp;05NOV2015;13.16197
United Kingdom Pound;gbp;07JUL2020;12.03519
Euro;eur;08AUG2017;9.61329
Norwegian Kroner;nok;02JUN2014;1.11390
United Kingdom Pound;gbp;06AUG2012;10.48860
Danish Krone;dkk;06MAR2007;1.24408
US Dollar;usd;08AUG2011;6.50980
United Kingdom Pound;gbp;01FEB2020;12.03519
US Dollar;usd;06AUG2008;6.10850
United Kingdom Pound;gbp;06AUG2020;12.03519
Australian Dollar;aud;04MAR2008;5.73944
Australian Dollar;aud;10DEC2012;7.02081
US Dollar;usd;10OCT2007;6.46215
Danish Krone;dkk;05NOV2017;1.31699
Australian Dollar;aud;10NOV2011;6.78238
US Dollar;usd;08JUN2018;8.72690
US Dollar;usd;09SEP2010;7.26045
Euro;eur;01AUG2013;8.70931
US Dollar;usd;06JUN2007;6.91255
Norwegian Kroner;nok;08OCT2017;1.01586
Euro;eur;09JAN2011;8.94553
US Dollar;usd;02NOV2020;9.73445
United Kingdom Pound;gbp;08APR2017;11.21906
US Dollar;usd;02NOV2018;9.03465
Euro;eur;04DEC2016;9.79435
US Dollar;usd;04AUG2007;6.71170
United Kingdom Pound;gbp;08OCT2018;11.89624
Australian Dollar;aud;01MAY2006;5.59562
Australian Dollar;aud;05JAN2018;6.39930
Euro;eur;03AUG2010;9.37525
Norwegian Kroner;nok;05MAY2015;1.10426
Australian Dollar;aud;03JAN2010;6.42032
Euro;eur;01FEB2014;8.81525
Danish Krone;dkk;10FEB2008;1.26201
US Dollar;usd;02NOV2016;8.90440
Norwegian Kroner;nok;05FEB2019;1.07512
Norwegian Kroner;nok;03DEC2007;1.15728
United Kingdom Pound;gbp;05MAY2014;11.04330
Australian Dollar;aud;05FEB2019;6.58758
Euro;eur;09OCT2012;8.60937
Euro;eur;08NOV2009;10.40080
Norwegian Kroner;nok;06MAY2008;1.18528
Norwegian Kroner;nok;06AUG2009;1.18507
Danish Krone;dkk;01MAR2014;1.17845
Australian Dollar;aud;10NOV2015;6.12262
US Dollar;usd;05JUL2011;6.26285
United Kingdom Pound;gbp;07SEP2015;12.91302
Euro;eur;08DEC2010;9.15376
Norwegian Kroner;nok;03SEP2007;1.18427
Euro;eur;06JUN2009;10.86910
US Dollar;usd;09SEP2012;6.62070
US Dollar;usd;10AUG2020;9.73445
Euro;eur;06MAY2018;10.55236
Danish Krone;dkk;02SEP2019;1.44454
United Kingdom Pound;gbp;05MAR2007;13.68960
United Kingdom Pound;gbp;07JAN2011;10.69380
Euro;eur;04JUN2012;8.96697
US Dollar;usd;07DEC2019;9.73445
Australian Dollar;aud;04MAY2018;6.63995
Norwegian Kroner;nok;08APR2017;1.04984
Norwegian Kroner;nok;08JAN2016;0.95711
Danish Krone;dkk;08NOV2012;1.14386
Danish Krone;dkk;03FEB2018;1.31931
United Kingdom Pound;gbp;01NOV2013;10.40140
US Dollar;usd;03MAR2016;8.57775
Euro;eur;09JUL2010;9.47347
US Dollar;usd;09JUL2015;8.46830
Norwegian Kroner;nok;09APR2008;1.18050
Danish Krone;dkk;01OCT2014;1.22146
Australian Dollar;aud;03APR2013;6.80443
Norwegian Kroner;nok;06FEB2008;1.17087
Australian Dollar;aud;02FEB2011;6.48384
Danish Krone;dkk;08AUG2017;1.29395
Norwegian Kroner;nok;08JUL2018;1.08931
United Kingdom Pound;gbp;06APR2014;10.83970
Danish Krone;dkk;10JUL2020;1.42985
Danish Krone;dkk;07NOV2014;1.24133
Australian Dollar;aud;01JUL2012;7.07311
Euro;eur;10MAY2012;8.94755
Danish Krone;dkk;02DEC2014;1.24663
US Dollar;usd;04APR2017;9.02355
Norwegian Kroner;nok;06NOV2009;1.22843
US Dollar;usd;10JUN2019;9.41070
United Kingdom Pound;gbp;07JAN2015;12.01288
United Kingdom Pound;gbp;10JUL2008;11.87860
Australian Dollar;aud;01APR2009;5.72049
Danish Krone;dkk;09JUL2007;1.23364
Australian Dollar;aud;10OCT2006;5.50264
Danish Krone;dkk;10AUG2014;1.24127
United Kingdom Pound;gbp;02MAR2019;12.25734
Euro;eur;06DEC2013;8.93588
United Kingdom Pound;gbp;06FEB2011;10.45290
Norwegian Kroner;nok;01JUN2020;1.07457
Norwegian Kroner;nok;04MAY2019;1.09555
United Kingdom Pound;gbp;07MAY2017;11.39020
Australian Dollar;aud;02JUN2015;6.53453
US Dollar;usd;04JUN2010;7.95700
Danish Krone;dkk;05MAR2009;1.56344
Danish Krone;dkk;10OCT2016;1.29721
Norwegian Kroner;nok;09OCT2011;1.16710
US Dollar;usd;07SEP2011;6.38640
Australian Dollar;aud;05MAR2020;6.59509
US Dollar;usd;09NOV2007;6.32755
United Kingdom Pound;gbp;02OCT2013;10.34630
Euro;eur;09OCT2017;9.53578
Norwegian Kroner;nok;09OCT2008;1.15703
Euro;eur;06MAR2012;8.90863
Australian Dollar;aud;01MAR2012;7.13098
Euro;eur;05NOV2014;9.19608
Norwegian Kroner;nok;02DEC2016;1.08940
Euro;eur;09APR2008;9.37518
Australian Dollar;aud;09DEC2008;5.35743
Danish Krone;dkk;04FEB2016;1.25573
US Dollar;usd;03MAR2018;8.26735
Norwegian Kroner;nok;08OCT2018;1.09999
Australian Dollar;aud;02FEB2019;6.55297
US Dollar;usd;01MAY2008;6.01650
Euro;eur;08SEP2013;8.75108
Danish Krone;dkk;05DEC2010;1.22736
United Kingdom Pound;gbp;09OCT2007;13.24480
United Kingdom Pound;gbp;09JAN2006;13.60410
Norwegian Kroner;nok;08JUL2016;1.01116
United Kingdom Pound;gbp;10FEB2017;11.10945
Norwegian Kroner;nok;09JAN2008;1.19366
Australian Dollar;aud;01SEP2018;6.58220
United Kingdom Pound;gbp;04APR2007;13.76770
Norwegian Kroner;nok;08JAN2015;1.05049
Danish Krone;dkk;06OCT2007;1.22969
United Kingdom Pound;gbp;09DEC2006;13.37810
US Dollar;usd;03MAY2009;8.06610
US Dollar;usd;02APR2010;7.20675
United Kingdom Pound;gbp;06APR2010;10.95240
Euro;eur;10FEB2010;10.05000
Danish Krone;dkk;07FEB2012;1.18750
US Dollar;usd;02JUN2007;6.95010
Norwegian Kroner;nok;02JUN2012;1.18455
United Kingdom Pound;gbp;03MAY2007;13.39040
United Kingdom Pound;gbp;06OCT2019;12.03519
Norwegian Kroner;nok;05FEB2012;1.15314
Norwegian Kroner;nok;09JUL2007;1.15997
Danish Krone;dkk;01SEP2006;1.25136
Danish Krone;dkk;07AUG2018;1.38759
US Dollar;usd;02FEB2017;8.71355
United Kingdom Pound;gbp;05MAY2010;11.34800
United Kingdom Pound;gbp;07JUL2008;11.83510
Australian Dollar;aud;03APR2017;6.78954
Norwegian Kroner;nok;09JAN2006;1.17368
Australian Dollar;aud;01OCT2015;5.91759
US Dollar;usd;10JUN2015;8.25740
US Dollar;usd;05MAY2014;6.54905
US Dollar;usd;10AUG2016;8.46480
United Kingdom Pound;gbp;09DEC2014;11.75116
Euro;eur;03FEB2006;9.27012
US Dollar;usd;10JAN2008;6.36635
Australian Dollar;aud;04FEB2019;6.58039
Norwegian Kroner;nok;04MAY2020;1.07457
Danish Krone;dkk;04NOV2018;1.38174
United Kingdom Pound;gbp;01SEP2010;11.23790
US Dollar;usd;05MAR2017;9.02655
United Kingdom Pound;gbp;07NOV2018;11.83391
Norwegian Kroner;nok;06NOV2011;1.17285
Danish Krone;dkk;08JAN2017;1.28220
Australian Dollar;aud;09SEP2009;6.06475
Norwegian Kroner;nok;06NOV2007;1.19008
United Kingdom Pound;gbp;04AUG2013;10.07860
Euro;eur;07NOV2016;9.99472
Norwegian Kroner;nok;08OCT2020;1.07457
United Kingdom Pound;gbp;08JUN2016;11.79906
Danish Krone;dkk;06MAY2010;1.29831
US Dollar;usd;03MAY2011;6.04550
Danish Krone;dkk;05AUG2007;1.23959
Danish Krone;dkk;04SEP2016;1.28699
Danish Krone;dkk;07APR2014;1.20297
Norwegian Kroner;nok;09JUL2008;1.17281
Euro;eur;03JAN2010;10.28210
Danish Krone;dkk;01JAN2012;1.19913
Danish Krone;dkk;05MAY2011;1.20967
Australian Dollar;aud;10OCT2014;6.30993
United Kingdom Pound;gbp;09JAN2014;10.82390
Australian Dollar;aud;02JUL2016;6.30962
United Kingdom Pound;gbp;06DEC2014;11.77326
Norwegian Kroner;nok;09APR2009;1.23335
Australian Dollar;aud;07OCT2006;5.46688
Australian Dollar;aud;09OCT2006;5.48227
US Dollar;usd;06FEB2019;9.17120
Danish Krone;dkk;07OCT2006;1.24361
Australian Dollar;aud;10SEP2009;6.03916
US Dollar;usd;05JUL2013;6.76800
Euro;eur;08MAY2020;10.67285
Danish Krone;dkk;08MAR2019;1.42398
Danish Krone;dkk;07MAR2020;1.42985
United Kingdom Pound;gbp;07MAY2013;10.09970
Danish Krone;dkk;10NOV2010;1.24662
US Dollar;usd;09SEP2006;7.36010
Australian Dollar;aud;02JUL2020;6.59509
United Kingdom Pound;gbp;06OCT2015;12.59399
Norwegian Kroner;nok;04FEB2020;1.07457
Euro;eur;04OCT2010;9.25109
Norwegian Kroner;nok;03SEP2006;1.15206
Danish Krone;dkk;08FEB2011;1.17745
United Kingdom Pound;gbp;06JUN2013;10.13500
US Dollar;usd;06AUG2006;7.14200
United Kingdom Pound;gbp;09MAR2017;10.96501
United Kingdom Pound;gbp;04JUN2010;11.59140
Danish Krone;dkk;03NOV2020;1.42985
Australian Dollar;aud;07FEB2019;6.56619
United Kingdom Pound;gbp;04JAN2019;11.37915
Norwegian Kroner;nok;07JAN2020;1.07457
Danish Krone;dkk;08JUL2009;1.48253
Norwegian Kroner;nok;06AUG2008;1.17313
Euro;eur;04JUN2017;9.73874
US Dollar;usd;02FEB2015;8.27190
Euro;eur;03MAY2008;9.34930
Australian Dollar;aud;02MAR2008;5.77646
Euro;eur;04FEB2014;8.82074
United Kingdom Pound;gbp;08AUG2019;11.62378
Australian Dollar;aud;02FEB2007;5.40547
Danish Krone;dkk;10MAR2016;1.25456
Australian Dollar;aud;01MAY2010;6.72995
Euro;eur;08JUN2006;9.22990
Danish Krone;dkk;05OCT2008;1.29964
Norwegian Kroner;nok;06MAY2010;1.23757
United Kingdom Pound;gbp;06APR2006;13.37880
Australian Dollar;aud;05FEB2015;6.43755
Norwegian Kroner;nok;02JUN2017;1.02523
United Kingdom Pound;gbp;09JUL2011;10.24990
Norwegian Kroner;nok;08JUL2015;1.03450
US Dollar;usd;04FEB2020;9.73445
Danish Krone;dkk;03AUG2009;1.37470
Australian Dollar;aud;03JUN2015;6.51289
United Kingdom Pound;gbp;05JUL2013;10.07990
Danish Krone;dkk;07MAY2008;1.24703
Danish Krone;dkk;04AUG2008;1.26653
Euro;eur;03DEC2008;10.45960
Australian Dollar;aud;04MAR2016;6.29294
Euro;eur;10DEC2017;9.96186
Danish Krone;dkk;08APR2013;1.12334
United Kingdom Pound;gbp;03JUL2014;11.72710
Danish Krone;dkk;08JUN2015;1.25523
United Kingdom Pound;gbp;02AUG2006;13.47180
Euro;eur;06MAR2017;9.53033
Australian Dollar;aud;03MAR2020;6.59509
Norwegian Kroner;nok;05MAY2014;1.09902
US Dollar;usd;10AUG2014;6.90470
Euro;eur;10FEB2020;10.67285
US Dollar;usd;05MAY2012;6.77635
United Kingdom Pound;gbp;10APR2020;12.03519
Danish Krone;dkk;01NOV2008;1.33148
US Dollar;usd;05MAY2016;8.06495
US Dollar;usd;03OCT2018;9.00290
Danish Krone;dkk;04MAY2012;1.19857
Australian Dollar;aud;01MAY2014;6.07121
Danish Krone;dkk;02MAR2013;1.12377
Danish Krone;dkk;07SEP2012;1.13479
Euro;eur;03NOV2017;9.80083
United Kingdom Pound;gbp;02AUG2018;11.57780
Euro;eur;09JUL2020;10.67285
United Kingdom Pound;gbp;05MAY2006;13.58930
Euro;eur;09JUL2015;9.36467
US Dollar;usd;04JUN2008;6.05010
United Kingdom Pound;gbp;06AUG2008;11.91800
Norwegian Kroner;nok;04MAY2018;1.09406
Australian Dollar;aud;02JAN2006;5.84432
Euro;eur;05JAN2007;9.07356
Danish Krone;dkk;04SEP2017;1.27473
US Dollar;usd;03JAN2017;9.17880
Norwegian Kroner;nok;08APR2015;1.07703
US Dollar;usd;03OCT2020;9.73445
US Dollar;usd;03MAR2012;6.69450
Danish Krone;dkk;10SEP2008;1.27603
Norwegian Kroner;nok;06NOV2008;1.14703
Norwegian Kroner;nok;03SEP2010;1.18294
Euro;eur;02OCT2008;9.70359
Euro;eur;01AUG2018;10.28026
US Dollar;usd;08AUG2009;7.17970
US Dollar;usd;07SEP2007;6.78365
US Dollar;usd;07MAR2020;9.73445
US Dollar;usd;02APR2014;6.47070
Danish Krone;dkk;10DEC2018;1.38311
Danish Krone;dkk;04MAR2010;1.30797
Norwegian Kroner;nok;01SEP2018;1.09273
Australian Dollar;aud;03MAR2016;6.31108
US Dollar;usd;04APR2009;8.03600
Euro;eur;01MAY2011;8.92767
United Kingdom Pound;gbp;01APR2019;12.16318
Norwegian Kroner;nok;05AUG2016;1.00837
United Kingdom Pound;gbp;02DEC2008;12.31750
United Kingdom Pound;gbp;06OCT2011;10.53890
Norwegian Kroner;nok;05NOV2013;1.09191
Euro;eur;04SEP2014;9.15988
Australian Dollar;aud;05APR2013;6.70781
Euro;eur;01DEC2006;9.03389
Norwegian Kroner;nok;03JUN2007;1.14906
Norwegian Kroner;nok;04AUG2019;1.08140
United Kingdom Pound;gbp;09MAR2009;12.60920
United Kingdom Pound;gbp;08APR2013;9.84531
Norwegian Kroner;nok;06MAY2007;1.12816
Danish Krone;dkk;03APR2020;1.42985
Euro;eur;05FEB2008;9.43165
Norwegian Kroner;nok;04FEB2017;1.06648
Euro;eur;06MAR2007;9.26452
Danish Krone;dkk;01DEC2016;1.31715
Norwegian Kroner;nok;09JUL2009;1.20942
Australian Dollar;aud;05JAN2010;6.47068
Danish Krone;dkk;05JUL2013;1.16504
United Kingdom Pound;gbp;08FEB2010;11.61930
Danish Krone;dkk;09JAN2016;1.24430
Australian Dollar;aud;04APR2013;6.80774
Australian Dollar;aud;01OCT2019;6.59509
Norwegian Kroner;nok;05AUG2015;1.05413
Norwegian Kroner;nok;09APR2007;1.13821
Euro;eur;03AUG2020;10.67285
Norwegian Kroner;nok;09OCT2009;1.23945
Danish Krone;dkk;04OCT2010;1.24100
Euro;eur;08MAR2019;10.62300
Norwegian Kroner;nok;05AUG2013;1.11257
Australian Dollar;aud;04FEB2007;5.40547
US Dollar;usd;09MAY2016;8.15565
US Dollar;usd;05JUL2007;6.73720
Norwegian Kroner;nok;05FEB2010;1.24692
Danish Krone;dkk;01AUG2012;1.11989
Australian Dollar;aud;02MAY2014;6.03765
Australian Dollar;aud;08JAN2014;5.86777
Euro;eur;07APR2016;9.25072
United Kingdom Pound;gbp;04DEC2011;10.53080
Australian Dollar;aud;06APR2017;6.79344
United Kingdom Pound;gbp;04DEC2015;12.83910
Euro;eur;07JAN2014;8.87121
Danish Krone;dkk;02AUG2011;1.21190
US Dollar;usd;06JUN2011;6.17045
Australian Dollar;aud;02JUN2019;6.59800
Australian Dollar;aud;07JAN2018;6.39930
Norwegian Kroner;nok;02MAR2008;1.18450
US Dollar;usd;09JUL2013;6.79000
Euro;eur;01SEP2014;9.19043
Danish Krone;dkk;09MAR2018;1.36176
US Dollar;usd;08AUG2007;6.69040
United Kingdom Pound;gbp;04AUG2009;12.07970
United Kingdom Pound;gbp;10JUN2015;12.82746
United Kingdom Pound;gbp;10FEB2009;11.97450
Australian Dollar;aud;02MAR2012;7.19592
Euro;eur;07NOV2006;9.14906
Australian Dollar;aud;05JAN2014;5.84714
Australian Dollar;aud;08DEC2008;5.32822
Norwegian Kroner;nok;05AUG2014;1.09791
Danish Krone;dkk;01JUL2018;1.40246
United Kingdom Pound;gbp;03JUL2006;13.29790
Australian Dollar;aud;04APR2017;6.81594
US Dollar;usd;07MAR2018;8.22905
US Dollar;usd;06APR2014;6.54115
Euro;eur;02JUL2011;9.10221
Australian Dollar;aud;02APR2013;6.78042
US Dollar;usd;07MAY2015;8.25180
Norwegian Kroner;nok;06FEB2007;1.12665
Australian Dollar;aud;02APR2009;5.76067
United Kingdom Pound;gbp;10JUN2019;11.92289
Norwegian Kroner;nok;01DEC2018;1.05901
Danish Krone;dkk;04JUN2006;1.23853
US Dollar;usd;04NOV2017;8.41165
Norwegian Kroner;nok;09OCT2012;1.16594
Euro;eur;10AUG2014;9.25402
Norwegian Kroner;nok;08JAN2013;1.17032
United Kingdom Pound;gbp;05JUL2009;12.70480
Euro;eur;08MAR2009;11.64540
Norwegian Kroner;nok;09JAN2007;1.10274
Norwegian Kroner;nok;04FEB2018;1.02440
United Kingdom Pound;gbp;09SEP2018;11.75200
Danish Krone;dkk;08MAY2007;1.23403
US Dollar;usd;06FEB2017;8.83920
Australian Dollar;aud;06FEB2019;6.53861
Norwegian Kroner;nok;05FEB2013;1.15474
US Dollar;usd;04JUN2006;7.15580
Euro;eur;04APR2006;9.37276
Danish Krone;dkk;02MAY2015;1.24890
Norwegian Kroner;nok;03DEC2006;1.10184
US Dollar;usd;06APR2016;8.15915
Euro;eur;07JAN2019;10.22530
United Kingdom Pound;gbp;05SEP2008;11.74990
US Dollar;usd;05JAN2020;9.73445
United Kingdom Pound;gbp;03NOV2008;12.22920
Danish Krone;dkk;05JUN2019;1.42243
Euro;eur;06JUN2014;9.04220
Euro;eur;10FEB2015;9.42741
US Dollar;usd;10JAN2006;7.74730
Norwegian Kroner;nok;09JUL2006;1.14776
Australian Dollar;aud;06MAR2020;6.59509
Danish Krone;dkk;07APR2015;1.25339
Norwegian Kroner;nok;05AUG2011;1.18226
Australian Dollar;aud;03FEB2011;6.54324
Danish Krone;dkk;10JUL2006;1.23129
US Dollar;usd;09MAY2018;8.73565
Danish Krone;dkk;02FEB2019;1.38778
US Dollar;usd;04FEB2018;7.90020
United Kingdom Pound;gbp;10AUG2018;11.63397
Danish Krone;dkk;01FEB2006;1.23842
Danish Krone;dkk;07DEC2008;1.43405
United Kingdom Pound;gbp;08APR2009;12.04760
Euro;eur;07NOV2011;9.07662
Danish Krone;dkk;05FEB2015;1.26880
Norwegian Kroner;nok;07JUL2020;1.07457
Australian Dollar;aud;01JUN2007;5.76476
Danish Krone;dkk;03AUG2010;1.25853
Australian Dollar;aud;02JUN2007;5.76476
US Dollar;usd;03JAN2015;7.89405
Danish Krone;dkk;09MAY2020;1.42985
Danish Krone;dkk;08NOV2013;1.18087
US Dollar;usd;10AUG2012;6.66950
United Kingdom Pound;gbp;05NOV2011;10.54570
Australian Dollar;aud;06JAN2018;6.39930
United Kingdom Pound;gbp;03NOV2012;10.76720
US Dollar;usd;06NOV2020;9.73445
US Dollar;usd;04NOV2019;9.73445
Australian Dollar;aud;04MAY2014;6.03765
Australian Dollar;aud;03MAR2012;7.19592
United Kingdom Pound;gbp;07SEP2019;11.82779
Australian Dollar;aud;02APR2017;6.82140
Euro;eur;07AUG2014;9.21353
Australian Dollar;aud;04JAN2010;6.39680
Euro;eur;07APR2011;9.02294
Euro;eur;06SEP2016;9.50728
Australian Dollar;aud;05MAR2016;6.29294
Norwegian Kroner;nok;02JUN2009;1.21217
Norwegian Kroner;nok;06FEB2006;1.15532
Australian Dollar;aud;03JUN2019;6.59553
US Dollar;usd;01OCT2013;6.36635
Euro;eur;08DEC2020;10.67285
Australian Dollar;aud;01JUN2015;6.52681
Norwegian Kroner;nok;02MAR2011;1.13475
United Kingdom Pound;gbp;10DEC2020;12.03519
US Dollar;usd;04APR2013;6.53115
US Dollar;usd;10JUN2017;8.72265
United Kingdom Pound;gbp;02JAN2012;10.67630
Norwegian Kroner;nok;05MAY2008;1.18596
US Dollar;usd;02FEB2011;6.43110
Australian Dollar;aud;02SEP2018;6.58220
United Kingdom Pound;gbp;08AUG2015;13.61680
Australian Dollar;aud;03JAN2006;5.75977
Danish Krone;dkk;03MAR2012;1.18893
Euro;eur;01MAY2006;9.29402
Danish Krone;dkk;05SEP2015;1.26204
United Kingdom Pound;gbp;01FEB2012;10.66130
US Dollar;usd;09SEP2008;6.72710
United Kingdom Pound;gbp;04DEC2019;12.03519
Euro;eur;02JAN2007;9.02477
Australian Dollar;aud;10DEC2008;5.35252
US Dollar;usd;03MAY2007;6.73750
Euro;eur;05FEB2018;9.83825
Danish Krone;dkk;10DEC2019;1.42985
United Kingdom Pound;gbp;01FEB2016;12.21813
Norwegian Kroner;nok;09OCT2007;1.18938
Euro;eur;08SEP2008;9.46569
Danish Krone;dkk;02OCT2013;1.16023
Danish Krone;dkk;09AUG2016;1.27575
Danish Krone;dkk;03MAY2014;1.21075
Norwegian Kroner;nok;02SEP2014;1.13135
Danish Krone;dkk;04JAN2008;1.25716
Danish Krone;dkk;08OCT2019;1.42985
Euro;eur;07FEB2010;10.20610
Norwegian Kroner;nok;01JUN2018;1.08031
Euro;eur;06JUL2010;9.60399
Norwegian Kroner;nok;06NOV2006;1.10773
Danish Krone;dkk;03SEP2018;1.41706
Euro;eur;01DEC2011;9.10575
US Dollar;usd;07JUL2008;6.01330
Euro;eur;08JUN2016;9.24171
United Kingdom Pound;gbp;07NOV2010;10.71780
Norwegian Kroner;nok;05NOV2014;1.07544
Norwegian Kroner;nok;07APR2019;1.07890
US Dollar;usd;01JAN2012;6.86890
Euro;eur;10SEP2015;9.40468
Euro;eur;03AUG2015;9.45879
United Kingdom Pound;gbp;10APR2016;11.48412
United Kingdom Pound;gbp;01APR2015;12.79970
Euro;eur;09APR2013;8.37303
US Dollar;usd;08JUN2014;6.64550
United Kingdom Pound;gbp;02JAN2020;12.03519
United Kingdom Pound;gbp;06OCT2007;13.21440
Norwegian Kroner;nok;01JUN2019;1.08705
United Kingdom Pound;gbp;03APR2018;11.76302
US Dollar;usd;02APR2008;6.00060
Norwegian Kroner;nok;08OCT2016;1.07248
Euro;eur;06DEC2018;10.24524
Norwegian Kroner;nok;02DEC2012;1.17309
United Kingdom Pound;gbp;04OCT2008;12.46370
Australian Dollar;aud;03MAY2018;6.65100
Australian Dollar;aud;04FEB2011;6.62602
Australian Dollar;aud;07MAR2016;6.34295
Danish Krone;dkk;05JAN2007;1.21736
Euro;eur;09NOV2013;8.80834
Australian Dollar;aud;03JUL2020;6.59509
Norwegian Kroner;nok;08APR2014;1.08682
Danish Krone;dkk;01SEP2020;1.42985
US Dollar;usd;08JUN2012;7.18710
Australian Dollar;aud;01JUN2011;6.63185
US Dollar;usd;07MAY2013;6.51885
US Dollar;usd;01DEC2010;7.00650
United Kingdom Pound;gbp;07MAY2009;11.78790
Norwegian Kroner;nok;04NOV2020;1.07457
Norwegian Kroner;nok;01JUN2017;1.02770
US Dollar;usd;07JUL2010;7.60485
US Dollar;usd;01OCT2017;8.17480
Danish Krone;dkk;01OCT2015;1.25630
US Dollar;usd;09MAR2019;9.46285
Danish Krone;dkk;06AUG2020;1.42985
Euro;eur;10JUL2009;11.01110
Australian Dollar;aud;01AUG2017;6.45023
Danish Krone;dkk;03JUL2016;1.26195
Euro;eur;04JUL2008;9.39832
Euro;eur;04APR2011;8.99885
Australian Dollar;aud;04OCT2019;6.59509
Norwegian Kroner;nok;05MAY2013;1.12103
Euro;eur;09JAN2006;9.31179
US Dollar;usd;06JUN2009;7.77335
United Kingdom Pound;gbp;09JAN2010;11.41530
United Kingdom Pound;gbp;06DEC2018;11.48911
US Dollar;usd;10DEC2006;6.79280
Australian Dollar;aud;06JAN2014;5.84714
US Dollar;usd;04APR2011;6.32675
Euro;eur;05NOV2019;10.67285
Euro;eur;10DEC2007;9.40910
Norwegian Kroner;nok;05NOV2015;1.00787
Norwegian Kroner;nok;01JUN2015;1.07748
Australian Dollar;aud;05APR2017;6.80483
Australian Dollar;aud;03MAY2010;6.73373
Australian Dollar;aud;02OCT2015;5.82132
United Kingdom Pound;gbp;10FEB2013;10.14150
Australian Dollar;aud;01SEP2014;6.53760
Norwegian Kroner;nok;08JAN2011;1.15589
Danish Krone;dkk;08SEP2011;1.19988
Norwegian Kroner;nok;05MAY2012;1.17553
Danish Krone;dkk;06SEP2013;1.17308
Norwegian Kroner;nok;01DEC2017;1.00994
Norwegian Kroner;nok;01DEC2019;1.07457
Norwegian Kroner;nok;02SEP2013;1.08718
